,record_type_code,responsibility_beginning_date,right_to_transact_business_code,secretary_of_state_sos_or_coa_file_number,sos_charter_date,sos_status_code,sos_status_date,taxpayer_address,taxpayer_city,taxpayer_county_code,taxpayer_name,taxpayer_number,taxpayer_organizational_type,taxpayer_state,taxpayer_zip,current_exempt_reason_code,exempt_begin_date,_621111
503,U,2020-11-17T00:00:00.000,A,0803832160,2020-11-17T00:00:00.000,A,2020-11-17T00:00:00.000,9900 SPECTRUM DR,AUSTIN,246,MURRAYCON LLC,32076702003,CL,TX,78717,,,
504,U ,2001-12-20T00:00:00.000,A ,0800038338 ,2001-12-20T00:00:00.000,A ,2001-12-20T00:00:00.000,1533 DRAGON ST ,DALLAS ,57,"RADIANT FORTUNE, INC. ",10106096489 ,CT ,TX ,75207 ,  ,,711510 
505,U ,2002-02-21T00:00:00.000,A ,0800057712 ,2002-02-21T00:00:00.000,A ,2002-02-21T00:00:00.000,400 E CENTRE PARK BLVD STE 101 ,DESOTO ,57,"MACDONALD I PROPERTIES, INC. ",10106096992 ,CT ,TX ,75115 ,  ,,  
506,V ,2002-03-05T00:00:00.000,A ,0800061162 ,2002-03-05T00:00:00.000,F ,2004-01-23T00:00:00.000,6105 OVERLEA RD ,BETHESDA ,0,"GAMCAL, LLC ",10106099426 ,CI ,MD ,20816 ,  ,,523000 
507,U,2018-04-05T00:00:00.000,A,0802981763,2018-04-05T00:00:00.000,A,2018-04-05T00:00:00.000,9032 FOX HOLLOW TRL,IRVING,57,"REVAPAR TECH, INC.",32066774012,CT,TX,75063,,,
508,U,2011-12-07T00:00:00.000,A,0801516239,2011-12-07T00:00:00.000,A,2011-12-07T00:00:00.000,300 NURSERY LN UNIT 103,FORT WORTH,220,CV RENTAL LLC,32045899583,CL,TX,76114,,,236115
509,U ,2002-02-21T00:00:00.000,A ,0800056948 ,2002-02-21T00:00:00.000,A ,2002-02-21T00:00:00.000,PO BOX 161 ,EULESS ,220,"SEPEHR AUTO GROUP, INC. ",10106102329 ,CT ,TX ,76039 ,  ,,441120 
510,U ,2002-02-22T00:00:00.000,A ,0800058117 ,2002-02-22T00:00:00.000,A ,2002-02-22T00:00:00.000,700 LOUISIANA ST STE 3800 ,HOUSTON ,101,LASHER MB GP LLC ,10106103368 ,CL ,TX ,77002 ,  ,,441110 
511,V ,2007-01-31T00:00:00.000,A ,0800767187 ,2007-01-31T00:00:00.000,A ,2007-01-31T00:00:00.000,1207 S WASHINGTON AVE ,MARSHALL ,102,"HANDS OF HOPE, INC. D/B/A INSIDE OUT MINISTRIES ",10106110645 ,CM ,TX ,75670 ,"19
",2007-01-31T00:00:00.000,  
512,U ,2002-02-08T00:00:00.000,A ,0800056066 ,2002-02-08T00:00:00.000,R ,2009-11-02T00:00:00.000,PO BOX 1185 ,STRATFORD ,211,"BARNARD'S CROP CARE OF TEXAS, INC. ",10106113888 ,CT ,TX ,79084 ,  ,,"115112
"
513,U,2023-02-27T00:00:00.000,A,0804946302,2023-02-27T00:00:00.000,A,2023-02-27T00:00:00.000,8815 BURGANDY,SAN ANTONIO,15,WESTWARD JUNK REMOVAL LLC,32088631133,CL,TX,78240,,,
514,U ,2002-02-05T00:00:00.000,A ,0800052619 ,2002-02-05T00:00:00.000,A ,2002-02-05T00:00:00.000,802 PORT AMERICA PL STE 100 ,GRAPEVINE ,220,"EFFICIENT FACILITIES INTERNATIONAL, INC. ",10106115420 ,CT ,TX ,76051 ," 
",,561720 
515,U ,2002-01-28T00:00:00.000,A ,0800052316 ,2002-01-28T00:00:00.000,A ,2002-01-28T00:00:00.000,PO BOX 2242 ,LEANDER ,246,"SCHULZ WEBRE, INC. ",10106115594 ,CT ,TX ,78646 ,  ,,541330 
516,U,2022-10-06T00:00:00.000,A,0804801266,2022-10-06T00:00:00.000,A,2022-10-06T00:00:00.000,1004 WILTSHIRE AVE,TERRELL HILLS,15,CHEF GEOFF LLC,32087038504,CL,TX,78209,,,
517,U,2010-06-28T00:00:00.000,A,0801287065,2010-06-28T00:00:00.000,R,2018-04-02T00:00:00.000,800 LAKE LOUISE RD,FORT WORTH,220,"SALEM MECHANICAL, LLC",32042125883,CL,TX,76103,,,
518,U ,2002-02-26T00:00:00.000,A ,0800058909 ,2002-02-26T00:00:00.000,A ,2002-02-26T00:00:00.000,PO BOX 203926 ,AUSTIN ,227,"HARMONY SOON, INC. ",10106116972 ,CT ,TX ,78720 ,  ,,  
519,U ,2008-01-01T00:00:00.000,A ,0800058911 ,2002-02-26T00:00:00.000,R ,2012-07-26T00:00:00.000,PO BOX 203926 ,AUSTIN ,227,"HSB GROUP, LTD. ",10106117038 ,PL ,TX ,78720 ,  ,,  
520,X,2012-01-01T00:00:00.000,U,,,,,4625 PANORAMA AVE,HOLIDAY,0,ARCTICAX US LTD,32049324638,PF,FL,34690,,,
521,U,2022-01-12T00:00:00.000,A,0804399639,2022-01-12T00:00:00.000,A,2022-01-12T00:00:00.000,9850 FM 924 W,VERNON,244,"DC WHITE TRUCKING CO., LLC",32082733026,CL,TX,76384,,,
522,U ,2002-02-20T00:00:00.000,A ,0800057052 ,2002-02-20T00:00:00.000,A ,2002-02-20T00:00:00.000,13225 FM 149 RD ,MONTGOMERY ,170,"DWIR, CORP. ",10106120099 ,CT ,TX ,77316 ,  ,,236220 
523,U ,2001-08-06T00:00:00.000,A ,0800003095 ,2001-08-06T00:00:00.000,R ,2003-11-10T00:00:00.000,PO BOX 1773 ,COPPERAS COVE ,50,"B SMART ELECTRIC, INC. ",10106121154 ,CT ,TX ,76522 ,  ,,238211 
524,U,2017-10-09T00:00:00.000,A,0802832574,2017-10-09T00:00:00.000,A,2017-10-09T00:00:00.000,PO BOX 278,VICTORIA,235,COASTAL BEND RETAIL HOLDINGS LLC,32065078282,CL,TX,77902,,,
525,U ,2001-06-25T00:00:00.000,A ,0163329501 ,2001-06-25T00:00:00.000,A ,2001-06-25T00:00:00.000,PO BOX 655999 ATTN:TAX DEPT ,DALLAS ,57,METHODIST TRANSPLANT PHYSICIANS ,10106128704 ,CN ,TX ,75265 ,19 ,2001-06-25T00:00:00.000,621111 
526,U ,2002-02-14T00:00:00.000,A ,0800055442 ,2002-02-14T00:00:00.000,R ,2009-04-02T00:00:00.000,7185 MAIN ST STE 202 ,FRISCO ,43,"AQUATIC THERAPY, INC. ",10106130700 ,CT ,TX ,75034 ,  ,,541000 
527,U ,2001-12-04T00:00:00.000,A ,0800032404 ,2001-12-04T00:00:00.000,R ,2008-10-24T00:00:00.000,2700 TOWN CENTER BLVD N ,SUGAR LAND ,79,SUGAR LAND TOWN SQUARE DEVELOPMENT AUTHORITY ,10106132052 ,CN ,TX ,77479 ,"55
",2001-12-04T00:00:00.000,237210 
528,U ,2002-01-11T00:00:00.000,A ,0800625923 ,2006-03-14T00:00:00.000,A ,2006-03-14T00:00:00.000,4515 WALDEMAR ST ,HALTOM CITY ,220,"D.S MACHINE, LP ",10106135006 ,PL ,TX ,76117 ,  ,,  
529,U ,2002-02-28T00:00:00.000,A ,0800059919 ,2002-02-28T00:00:00.000,A ,2002-02-28T00:00:00.000,1301 AVENUE I ,ROSENBERG ,79,"YAM ENTERPRISES, INC. ",10106136012 ,CT ,TX ,77471 ,  ,,447110 
530,U ,2002-02-04T00:00:00.000,A ,0800052214 ,2002-02-04T00:00:00.000,A ,2002-02-04T00:00:00.000,302 SUNSET DR ,FRIENDSWOOD ,84,ENVIRO-TEK SERVICES CORPORATION ,10106138927 ,CT ,TX ,77546 ,  ,,"424690
"
531,U,2019-04-12T00:00:00.000,A,0803290427,2019-04-12T00:00:00.000,A,2019-04-12T00:00:00.000,3137 W NORTHGATE DR APT 2151,IRVING,57,MRA INTERNATIONAL LLC,32070384261,CL,TX,75062,,,
532,V,2014-01-28T00:00:00.000,N,0801922415,2014-01-28T00:00:00.000,F,2023-03-10T00:00:00.000,815 BRAZOS ST STE 500,AUSTIN,227,PARAKLETOS CHURCH INC,32053047000,CM,TX,78701,,,
533,U,2023-03-07T00:00:00.000,A,0804955860,2023-03-07T00:00:00.000,A,2023-03-07T00:00:00.000,1500 DAHLIA CT,PFLUGERVILLE,227,TRAVLAB LLC,32088730810,CL,TX,78660,,,
534,U,2019-08-26T00:00:00.000,A,0803403409,2019-08-26T00:00:00.000,A,2019-08-26T00:00:00.000,11716 HAMPTONBROOK DR,MCKINNEY,43,TURTL DEVELOPMENT LLC,32071756442,CL,TX,75071,,,
535,U ,2002-02-04T00:00:00.000,A ,0800051931 ,2002-02-04T00:00:00.000,R ,2009-04-08T00:00:00.000,PO BOX 6893 ,TYLER ,212,TYLER CENTURION CLUB ,10106148595 ,CN ,TX ,75711 ,  ,,813000 
536,V,2019-05-07T00:00:00.000,A,0803312049,2019-05-07T00:00:00.000,A,2019-05-07T00:00:00.000,1675 E RIVERSIDE DR STE 150,EAGLE,0,MESA SPRINGS SENIOR LIVING LLC,32070650976,CI,ID,83616,,,
537,U ,2002-02-07T00:00:00.000,A ,0800053972 ,2002-02-07T00:00:00.000,R ,2008-08-13T00:00:00.000,21726 HARDY OAK BLVD ,SAN ANTONIO ,15,"SMITHERS TRADITIONAL BUILDERS, LLC ",10106158495 ,CL ,TX ,78258 ,  ,,  
538,U ,2002-02-11T00:00:00.000,A ,0800054426 ,2002-02-11T00:00:00.000,A ,2002-02-11T00:00:00.000,1316 W AVENUE M ,TEMPLE ,14,DEVEREAUX JEWELERS INC. ,10106160533 ,CT ,TX ,76504 ,  ,,448310 
539,U,2018-12-20T00:00:00.000,A,0803191585,2018-12-20T00:00:00.000,R,2020-03-16T00:00:00.000,3400 SILVERSTONE DR STE 105,PLANO,43,DALLAS BUZZ MARKETING AND ENTERTAINMENT LLC,32069224338,CL,TX,75023,,,
540,U,2020-02-10T00:00:00.000,A,0803542680,2020-02-10T00:00:00.000,A,2020-02-10T00:00:00.000,807 E 8TH ST,DEL RIO,233,IJC TRUCKING LLC,18447051519,CL,TX,78840,,,
541,U ,2002-01-28T00:00:00.000,A ,0800049964 ,2002-01-28T00:00:00.000,A ,2002-01-28T00:00:00.000,PO BOX 717 ,FAIRFIELD ,81,"HOMETOWN PHARMACY, L.C. ",10106167843 ,CL ,TX ,75840 ,  ,,  
542,U,2008-10-20T00:00:00.000,A,0801041894,2008-10-20T00:00:00.000,A,2008-10-20T00:00:00.000,5795 SERENE DR,BEAUMONT,123,"J & J ENGINEERING, LLC",32038180025,CL,TX,77706,,,
543,U,2019-08-22T00:00:00.000,A,0803401754,2019-08-22T00:00:00.000,A,2019-08-22T00:00:00.000,1640 W HEBRON PKWY,CARROLLTON,61,SHADY VALLEY GOLF CORPORATION,32071742046,CT,TX,75010,,,
544,V ,2008-01-01T00:00:00.000,A ,0800070969 ,2002-04-03T00:00:00.000,R ,2017-03-13T00:00:00.000,6737 W WASHINGTON ST STE 2300 ,MILWAUKEE ,0,"BLC-CLUB HILL, LLC ",10106172553 ,CI ,WI ,53214 ,  ,,  
545,U,2001-05-30T00:00:00.000,A,0163010900,2001-05-30T00:00:00.000,R,2021-10-04T00:00:00.000,606 EL DORA RD,DONNA,108,BORDER SIGN CO. INC.,17430043707,CT,TX,78537,,,339950
546,V,2018-03-28T00:00:00.000,A,0803310105,2019-05-06T00:00:00.000,A,2019-05-06T00:00:00.000,2727 N HARWOOD ST STE 300,DALLAS,57,SPIRIT REALTY AM CORPORATION,32070625770,CF,TX,75201,,,
547,U,2010-10-05T00:00:00.000,A,0801326899,2010-10-05T00:00:00.000,A,2010-10-05T00:00:00.000,3744 SUMMER CREST DR,SAN ANGELO,226,GROGAN'S FARM AND RANCH LLC,12736260808,CL,TX,76901,,,
548,V,2022-10-21T00:00:00.000,A,0804778938,2022-10-21T00:00:00.000,A,2022-10-21T00:00:00.000,2333 ALEXANDRIA DR,LEXINGTON,0,"ALEXANDER LANDFIELD, PLLC",32086861955,CI,KY,40504,,,621111
549,U,2012-02-23T00:00:00.000,A,0801555582,2012-02-23T00:00:00.000,A,2012-02-23T00:00:00.000,16703 FRAMPTON CT,SPRING,101,"XNET SOLUTIONS, LLC",32047085371,CL,TX,77379,,,454110
550,U ,2002-03-04T00:00:00.000,A ,0800060816 ,2002-03-04T00:00:00.000,A ,2002-03-04T00:00:00.000,11209 BELLAIRE BLVD STE C-12E ,HOUSTON ,101,"DRACO PROPERTIES, INC. ",10106185563 ,CT ,TX ,77072 ,  ,,"
811111 "
551,U,2019-10-25T00:00:00.000,A,0803455161,2019-10-25T00:00:00.000,A,2019-10-25T00:00:00.000,5900 BALCONES DR STE 100,AUSTIN,227,"CTSA INVESTMENTS, LP",32072365359,PL,TX,78731,,,
552,X,2008-01-01T00:00:00.000,A,,,,,PO BOX 10,LAMESA,58,FNR - CONNOR PARTNERSHIP,17525802421,PI,TX,79331,,,
553,U ,2002-02-15T00:00:00.000,N ,0800055919 ,2002-02-15T00:00:00.000,A ,2002-02-15T00:00:00.000,8800 WOODWAY DR APT 2 ,HOUSTON ,101,"R.L. CROSBY HOLDINGS, LLC ",10106186819 ,CL ,TX ,77063 ,  ,,  
554,U ,2002-02-07T00:00:00.000,A ,0800053697 ,2002-02-07T00:00:00.000,A ,2002-02-07T00:00:00.000,7301 AMBASSADOR ROW ,DALLAS ,57,"MAJOR MANAGEMENT, LLC ",10106187171 ,CL ,TX ,75247 ,  ,,  
555,U ,2002-03-05T00:00:00.000,A ,0800061578 ,2002-03-05T00:00:00.000,A ,2002-03-05T00:00:00.000,PO BOX 417 ,HICO ,97,"THE VICAR'S GARDEN, INC. ",10106187676 ,CT ,TX ,76457 ,  ,,236000 
556,U ,2002-02-01T00:00:00.000,A ,0800051818 ,2002-02-01T00:00:00.000,R ,2010-01-05T00:00:00.000,PO BOX 864 ,GEORGETOWN ,246,FTC ARCHITECTS P.C. ,10106187726 ,CP ,TX ,78627 ,  ,,  
557,U,2019-08-19T00:00:00.000,A,0803397854,2019-08-19T00:00:00.000,A,2019-08-19T00:00:00.000,31171 PINYON RD,WALLER,237,LET IT FLOW SEPTIC LLC,32071695947,CL,TX,77484,,,
558,U,2018-04-04T00:00:00.000,A,0802986435,2018-04-04T00:00:00.000,A,2018-04-04T00:00:00.000,6424 KIRKWYND DR,AUSTIN,227,FDC TRANSPORT LLC,18252670924,CL,TX,78754,,,
559,U ,2002-02-25T00:00:00.000,A ,0800061279 ,2002-02-25T00:00:00.000,A ,2002-02-25T00:00:00.000,1523 SE 10TH AVE ,AMARILLO ,188,W W USED CARS INC. ,10106193252 ,CT ,TX ,79102 ,  ,,441120 
560,U,2019-12-16T00:00:00.000,A,0803493853,2019-12-16T00:00:00.000,A,2019-12-16T00:00:00.000,408 NANDINA,BURNET,27,"SSCV2POA, INC.",32072822383,CN,TX,78611,,,
561,U ,2002-02-21T00:00:00.000,A ,0800060817 ,2002-02-21T00:00:00.000,A ,2002-02-21T00:00:00.000,918 LAKESHORE BLVD ,OAK POINT ,61,"LAKESHORE INDUSTRIES, INC. ",10106198921 ,CT ,TX ,75068 ,  ,,"541511
"
562,U,2017-01-16T00:00:00.000,A,0802626118,2017-01-16T00:00:00.000,A,2017-01-16T00:00:00.000,4304 QUEENSWOOD ST,BAYTOWN,101,"RABBITZ TRUCKING, LLC",18152430874,CL,TX,77521,,,
563,U ,2003-10-10T00:00:00.000,A ,0800256510 ,2003-10-10T00:00:00.000,A ,2003-10-10T00:00:00.000,411 ANACACHO LN ,PEARLAND ,20,NBLIC II-HOUSTON ,10106199226 ,CN ,TX ,77584 ,19 ,2003-10-10T00:00:00.000,813000 
564,U ,2002-03-04T00:00:00.000,A ,0800060558 ,2002-03-04T00:00:00.000,A ,2002-03-04T00:00:00.000,14829 CORDERO DR ,AUSTIN ,246,"CORNERSTONE MOTHER'S DAY OUT, LLC ",10106199424 ,CL ,TX ,78717 ,  ,,"624410
"
565,U ,2002-02-20T00:00:00.000,A ,0800057051 ,2002-02-20T00:00:00.000,A ,2002-02-20T00:00:00.000,3109 CARLISLE ST ,DALLAS ,57,"MASTERVEST GROUP, INC. ",10106202731 ,CT ,TX ,75204 ,  ,,531190 
566,U,2022-02-26T00:00:00.000,A,0804449792,2022-02-26T00:00:00.000,A,2022-02-26T00:00:00.000,PO BOX 91,ROWLETT,57,GUIDED OVERFLOW LLC,32083411606,CL,TX,75030,,,
567,U ,2002-04-05T00:00:00.000,A ,0800073483 ,2002-04-05T00:00:00.000,R ,2009-03-25T00:00:00.000,3545 PARKHILL RD ,WICHITA FALLS ,243,WHISPERS OF HOPE HORSE FARM ,10106203408 ,CN ,TX ,76310 ,19 ,2002-04-05T00:00:00.000,  
568,X,2017-06-19T00:00:00.000,A,,,,,1 TECHNOLOGY PARK DR STE 210,WESTFORD,0,KADANT UNAFLEX LLC,32068882078,CI,MA,01886,,,
569,U,2019-06-12T00:00:00.000,A,0803341504,2019-06-12T00:00:00.000,A,2019-06-12T00:00:00.000,2245 N BANK DR,COLUMBUS,0,MORNING STAR SENIOR HOUSING LIMITED PARTNERSHIP,32071021755,PL,OH,43220,,,
570,V ,2003-03-17T00:00:00.000,A ,0800184106 ,2003-03-10T00:00:00.000,A ,2003-03-10T00:00:00.000,6200 TENNYSON PKWY STE 200 ,PLANO ,43,"ZEOMEGA, INC. ",10106207789 ,CF ,TX ,75024 ,  ,,541511 
571,U ,2002-03-05T00:00:00.000,A ,0800061724 ,2002-03-05T00:00:00.000,A ,2002-03-05T00:00:00.000,4113 RADCLIFF CT ,MIDLAND ,165,"SOMERSET HOSPITALITY MANAGEMENT, INC. ",10106209371 ,CT ,TX ,79707 ,  ,,"
525930 "
572,U,2016-02-22T00:00:00.000,A,0802396402,2016-02-22T00:00:00.000,A,2016-02-22T00:00:00.000,12105 LAS FLORES DR,AUSTIN,227,GOOD SHEPHERD HOLDINGS LLC,32059661333,CL,TX,78732,,,
573,U ,2001-12-11T00:00:00.000,A ,0800035016 ,2001-12-11T00:00:00.000,A ,2001-12-11T00:00:00.000,9700 RICHMOND AVE STE 230 ,HOUSTON ,101,"TURTLEWOOD SQUARE COMMUNITY ASSOCIATION, INC. ",10106214173 ,CN ,TX ,77042 ,"24
",2004-01-01T00:00:00.000,813000 
574,V ,2007-09-27T00:00:00.000,A ,0801597240 ,2012-05-15T00:00:00.000,A ,2012-05-15T00:00:00.000,814 E MAIN ST ,RICHMOND ,0,"SLATE RIVER RANCH, LLC ",10106219768 ,CI ,VA ,23219 ,  ,,  
575,V ,2009-01-01T00:00:00.000,U ,0801725232 ,2013-01-29T00:00:00.000,F ,2014-02-21T00:00:00.000,600 CLEVELAND ST STE 700 ,CLEARWATER ,0,"PRECISION PERSONNEL, INC. ",10106221723 ,CF ,FL ,33755 ,  ,," 
"
576,U ,2002-02-14T00:00:00.000,A ,0800058312 ,2002-02-14T00:00:00.000,A ,2002-02-14T00:00:00.000,144 DEL MAR DR ,PORT LAVACA ,29,GU TRADING CORPORATION ,10106223240 ,CT ,TX ,77979 ,  ,,  
577,U ,2002-03-25T00:00:00.000,A ,0800068267 ,2002-03-25T00:00:00.000,A ,2002-03-25T00:00:00.000,710 MOSBY CIR ,HOUSTON ,101,"HEIGHTS TRADING SERVICES, INC. ",10106225435 ,CT ,TX ,77007 ,  ,,423510 
578,U,2005-06-04T00:00:00.000,A,0800501126,2005-06-04T00:00:00.000,R,2012-04-26T00:00:00.000,2411 W MAIN ST,HOUSTON,101,NETZETA  INC,32017555130,CT,TX,77098,,,
579,V,2008-09-18T00:00:00.000,N,0801036558,2008-10-02T00:00:00.000,F,2018-01-26T00:00:00.000,PO BOX 55361,BOSTON,0,"CONTINENTAL BENEFITS GROUP, INC",32038077023,CF,MA,02205,,,
580,U,2020-05-20T00:00:00.000,A,0803624630,2020-05-20T00:00:00.000,A,2020-05-20T00:00:00.000,7407 LODGEGATE CT,RICHMOND,79,LINOSH LLC,32074342737,CL,TX,77407,,,
581,U,2020-11-23T00:00:00.000,A,0803837299,2020-11-23T00:00:00.000,A,2020-11-23T00:00:00.000,5340 PEBBLEBROOK DR,DALLAS,57,"MARANGU ROUTE, LLC",32076755936,CL,TX,75229,,,
582,U ,2002-02-27T00:00:00.000,A ,0800059610 ,2002-02-27T00:00:00.000,A ,2002-02-27T00:00:00.000,245 PRIVATE ROAD 8571 ,WINNSBORO ,250,"ALRAK ENTERPRISES, LLC ",10106232688 ,CL ,TX ,75494 ,  ,,  
583,X,2013-01-01T00:00:00.000,U,,,,,PO BOX 488,COLUMBIA,0,BAT HOLDINGS 5 LLC,32051276742,CI,SC,29202,,,
584,U,2014-10-17T00:00:00.000,A,0802084721,2014-10-17T00:00:00.000,R,2023-03-03T00:00:00.000,8215 KAUAI BAY,SAN ANTONIO,15,CYZIUM CONSULTING LIMITED LIABILITY COMPANY,32055457538,CL,TX,78255,,,541611
585,V,2022-04-01T00:00:00.000,A,0804414695,2022-01-24T00:00:00.000,A,2022-01-24T00:00:00.000,1 N WACKER DR STE 2400,CHICAGO,0,"HVO TX, LLC",32082897409,CI,IL,60606,,,531110
586,U ,2002-03-04T00:00:00.000,A ,0800060587 ,2002-03-04T00:00:00.000,R ,2011-02-23T00:00:00.000,PO BOX 216 ,ZAPATA ,253,"FALCON PUBLICATIONS OF ZAPATA, INC. ",10106232738 ,CT ,TX ,78076 ,  ,,541810 
587,U,2015-02-11T00:00:00.000,A,0802154643,2015-02-11T00:00:00.000,A,2015-02-11T00:00:00.000,4336 MARSH RIDGE RD,CARROLLTON,61,"CROSS DEVELOPMENT SINGLE BOX I, LLC",32056396867,CL,TX,75010,,,
588,U,2021-05-21T00:00:00.000,A,0804084046,2021-05-21T00:00:00.000,A,2021-05-21T00:00:00.000,16414 WILLOWPARK DR,TOMBALL,101,"PRIME INVESTIGATIONS AND LEGAL SERVICES, LLC",32079365907,CL,TX,77377,,,561611
589,U ,2008-01-01T00:00:00.000,A ,0800056702 ,2002-02-19T00:00:00.000,A ,2002-02-19T00:00:00.000,24998 MITCHELL RD ,HEMPSTEAD ,237,"H & H FAMILY PARTNERSHIP, LTD. ",10106237786 ,PL ,TX ,77445 ,103 ,2009-01-01T00:00:00.000," 
"
590,V ,2007-02-27T00:00:00.000,A ,0800780334 ,2007-02-27T00:00:00.000,A ,2007-02-27T00:00:00.000,1220 SENLAC DR ,CARROLLTON ,57,ARMA INTERNATIONAL ,10106238644 ,CM ,TX ,75006 ,100 ,2007-02-27T00:00:00.000,  
591,U ,2002-02-11T00:00:00.000,A ,0800053959 ,2002-02-11T00:00:00.000,A ,2002-02-11T00:00:00.000,4320 DELMAR AVE ,DALLAS ,57,"SCOFIELD ENTERPRISES, L.L.C. ",10106242612 ,CL ,TX ,75206 ,  ,,236000 
592,U ,2002-03-08T00:00:00.000,A ,0800062704 ,2002-03-08T00:00:00.000,A ,2002-03-08T00:00:00.000,1411 PECOS ST ,DALLAS ,57,"SHANKLEVILLE HISTORICAL SOCIETY, INC. ",10106242745 ,CN ,TX ,75204 ,19 ,2013-03-04T00:00:00.000,  
593,U,2021-06-07T00:00:00.000,A,0804097957,2021-06-07T00:00:00.000,A,2021-06-07T00:00:00.000,2686 BLACK BEAR DR,NEW BRAUNFELS,46,"BOOMER DAD, LLC",32079582725,CL,TX,78132,,,
594,U,2004-09-08T00:00:00.000,A,0800387355,2004-09-08T00:00:00.000,R,2022-06-22T00:00:00.000,4801 GALLAGHER AVE,LAREDO,240,IGLESIA LA VID INC.,32015787487,CN,TX,78041,,,
595,X,2019-01-03T00:00:00.000,A,,,,,200 CONTINENTAL DR STE 401,NEWARK,0,"CREDIT FRESH TECHNOLOGY, INC.",32075931298,CF,DE,19713,,,
596,U ,2002-03-04T00:00:00.000,A ,0800060576 ,2002-03-04T00:00:00.000,A ,2002-03-04T00:00:00.000,PO BOX 779 ,MANSFIELD ,220,CORLEY'S USED PARTS LLC ,10106249625 ,CL ,TX ,76063 ,  ,,441310 
597,U,2014-05-19T00:00:00.000,A,0801993093,2014-05-19T00:00:00.000,A,2014-05-19T00:00:00.000,PO BOX 171,LEESBURG,32,JT LEGACY LLC,32054103828,CL,TX,75451,,,
598,U ,2002-03-11T00:00:00.000,A ,0800063093 ,2002-03-11T00:00:00.000,A ,2002-03-11T00:00:00.000,221 N KANSAS ST STE 1700 ,EL PASO ,71,"TERRY L. JOHNSON, P.C. ",10106250185 ,CP ,TX ,79901 ,  ,,"541110
"
599,U ,2002-02-20T00:00:00.000,A ,0800057172 ,2002-02-20T00:00:00.000,A ,2002-02-20T00:00:00.000,1230 CHIMNEY ROCK RD ,HOUSTON ,101,"LOUMA CONTRACTING, LLC ",10106250680 ,CL ,TX ,77056 ,  ,,236000 
600,U,2021-07-06T00:00:00.000,A,0804138628,2021-07-06T00:00:00.000,A,2021-07-06T00:00:00.000,210 SPRINGRIDGE LN,EULESS,220,SUDA LOGISTICS INC,18713920348,CT,TX,76039,,,
601,U,2022-07-01T00:00:00.000,A,0804630990,2022-07-01T00:00:00.000,A,2022-07-01T00:00:00.000,636 FM 1731,FARWELL,185,"CIELO AZUL RENTALS, LLC",32085285032,CL,TX,79325,,,
602,U,2019-02-05T00:00:00.000,A,0803229339,2019-02-05T00:00:00.000,A,2019-02-05T00:00:00.000,1132 DANBURY RD,HOUSTON,101,ELEVATED DEVELOPMENT LLC,32069665779,CL,TX,77055,,,
603,U,2022-11-04T00:00:00.000,A,0804796776,2022-11-04T00:00:00.000,A,2022-11-04T00:00:00.000,117 LEGEND HOLW,BOERNE,130,TUSCULUM TECHNOLOGY CORPORATION,32087059138,CT,TX,78006,,,
604,U ,2002-02-28T00:00:00.000,A ,0800060114 ,2002-02-28T00:00:00.000,R ,2006-09-07T00:00:00.000,2140 E SOUTHLAKE BLVD # L-1 ,SOUTHLAKE ,220,"HUBERT & ASSOCIATES GP, INC. ",10106259731 ,CT ,TX ,76092 ,  ,,  
605,U ,2002-02-22T00:00:00.000,A ,0800058024 ,2002-02-22T00:00:00.000,R ,2006-02-24T00:00:00.000,500 W 5TH ST STE 1110 ,AUSTIN ,227,"TRANGO II, L.L.C. ",10106261968 ,CL ,TX ,78701 ,  ,,  
606,U,2019-04-11T00:00:00.000,A,0803289404,2019-04-11T00:00:00.000,A,2019-04-11T00:00:00.000,302 DARTBROOK,ROCKWALL,199,"ALL-AMERICAN NUTRITION COMPANY, LLC",32070391357,CL,TX,75087,,,
607,U ,2008-01-01T00:00:00.000,A ,0800056388 ,2002-02-15T00:00:00.000,A ,2002-02-15T00:00:00.000,1901 W PLEASANT RIDGE RD ,ARLINGTON ,220,"SONU PARTNERS INVESTMENTS, LTD. ",10106262453 ,PL ,TX ,76015 ,  ,,  
608,U,1995-10-16T00:00:00.000,A,0137323700,1995-10-16T00:00:00.000,A,1995-10-16T00:00:00.000,21007 ATASCOCITA POINT DR,HUMBLE,101,"NORTH AMERICAN CHROME & ALLOY, INC.",17604854814,CT,TX,77346,,,423510
609,U,2015-03-27T00:00:00.000,A,0802184498,2015-03-27T00:00:00.000,A,2015-03-27T00:00:00.000,3315 CASTLE CREEK CT,LEAGUE CITY,84,ZEEE TRADING INC,32056816161,CT,TX,77573,,,
610,V ,2002-03-21T00:00:00.000,A ,0800072350 ,2002-03-21T00:00:00.000,A ,2002-03-21T00:00:00.000,517 S 7TH ST ,PORT ARANSAS ,178,"TRANSID, LLC ",10106268740 ,CI ,TX ,78373 ,  ,,423690 
611,U,2020-09-09T00:00:00.000,A,0803757884,2020-09-09T00:00:00.000,A,2020-09-09T00:00:00.000,4215 W LOVERS LN STE 200,DALLAS,57,"YELLOWLEGS, LP",32075838394,PL,TX,75209,,,
612,U,2020-05-14T00:00:00.000,A,0803619714,2020-05-14T00:00:00.000,A,2020-05-14T00:00:00.000,4428 GREENBRIER DR,DALLAS,57,"MAKER'S GRACE, LLC",32074275036,CL,TX,75225,,,531110
